customer,st,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount,state
UC35517,,M,College,18532.40504,0.0,70.0,0,Corporate Auto,Four-Door Car,504.0,Oregon
HS89788,,F,High School or Below,7716.439345,0.0,107.0,0,Personal Auto,Sports Car,1166.754216,Arizona
SG82836,,M,High School or Below,6439.779016,47412.0,81.0,0,Personal Auto,Two-Door Car,421.824276,Oregon
VM50666,,M,Doctor,9718.463569,0.0,65.0,0,Special Auto,Four-Door Car,312.0,California
MD70513,,M,College,12759.27844,68351.0,107.0,0,Personal Auto,SUV,725.339771,Washington
YX96463,,F,Bachelor,5926.980962,58733.0,74.0,0,Corporate Auto,Four-Door Car,355.2,Oregon
LH38387,,F,Bachelor,11389.94398,58187.0,95.0,0,Personal Auto,Two-Door Car,76.73348,Nevada
BY59578,,M,College,3497.483075,63189.0,88.0,0,Personal Auto,Four-Door Car,569.124597,California
RN12107,,F,High School or Below,9476.901955,0.0,254.0,0,Corporate Auto,Luxury Car,1828.8,Oregon
MZ84108,,M,Bachelor,9853.773193,44006.0,130.0,0,Personal Auto,Sports Car,494.664784,Arizona
JG68387,,F,Bachelor,8099.40027,60932.0,101.0,0,Corporate Auto,SUV,484.8,Nevada
AQ94108,,F,College,8507.832473,56704.0,71.0,0,Corporate Auto,Four-Door Car,84.715044,Oregon
NE85389,,F,High School or Below,23903.68234,0.0,74.0,1,Personal Auto,Four-Door Car,355.2,Oregon
JQ35849,,M,High School or Below,5360.557066,24254.0,68.0,0,Personal Auto,Four-Door Car,326.4,California
QU93024,,M,Bachelor,29706.78459,0.0,128.0,0,Personal Auto,SUV,1345.317161,California
EQ90867,,M,College,5431.213625,57125.0,68.0,0,Corporate Auto,Four-Door Car,326.4,Oregon
PG67485,,M,High School or Below,9048.983447,0.0,119.0,0,Personal Auto,Sports Car,571.2,Nevada
OX62244,,M,Bachelor,4359.74197,0.0,64.0,0,Personal Auto,Four-Door Car,307.2,California
MW98508,,F,College,2889.087654,72075.0,73.0,2,Special Auto,Four-Door Car,22.569825,Oregon
MM50888,,F,High School or Below,3056.217296,34317.0,78.0,2,Personal Auto,Two-Door Car,263.592181,Arizona
QZ19741,,F,College,13815.7802,96745.0,179.0,5,Personal Auto,SUV,859.2,Oregon
ET10831,,M,College,5116.727579,95427.0,65.0,0,Personal Auto,Four-Door Car,442.808018,Oregon
OL72669,,M,Bachelor,10033.28281,0.0,146.0,0,Corporate Auto,SUV,1404.845849,Arizona
BM46418,,M,College,2772.835753,30606.0,71.0,0,Personal Auto,Two-Door Car,253.04739,Nevada
VD78722,,M,College,2647.519741,37876.0,69.0,0,Personal Auto,Four-Door Car,300.056383,Oregon
FL69981,,F,Bachelor,4038.864803,0.0,110.0,0,Personal Auto,SUV,528.0,California
EG10175,,F,Master,7781.89849,57474.0,97.0,0,Personal Auto,Two-Door Car,280.037716,California
WS60888,,M,Bachelor,16473.16905,22828.0,106.0,0,Personal Auto,SUV,508.8,California
LM58227,,F,High School or Below,5285.314179,65096.0,67.0,3,Personal Auto,Four-Door Car,321.6,Oregon
IK49861,,M,Bachelor,3107.588649,0.0,88.0,0,Personal Auto,Two-Door Car,87.135752,Oregon
RM87465,,M,High School or Below,5780.182197,51066.0,74.0,0,Personal Auto,Four-Door Car,787.993313,Arizona
BY75330,,M,Bachelor,26939.51419,96866.0,113.0,1,Personal Auto,SUV,377.385724,California
CF41619,,M,College,2329.459058,20934.0,61.0,1,Personal Auto,Four-Door Car,292.8,Nevada
ZZ54454,,M,Master,4589.940596,32510.0,119.0,0,Personal Auto,Two-Door Car,571.2,Nevada
CU84967,,F,High School or Below,4428.031583,58577.0,110.0,0,Personal Auto,SUV,303.872752,California
UR56056,,M,Bachelor,10881.77039,73268.0,137.0,0,Personal Auto,SUV,41.139806,Oregon
VN30344,,M,College,5412.696604,0.0,80.0,0,Personal Auto,Four-Door Car,576.0,California
YE67531,,M,High School or Below,8382.630118,19683.0,117.0,1,Personal Auto,Sports Car,561.6,Oregon
EW67348,,F,College,4834.710493,38713.0,66.0,4,Personal Auto,Four-Door Car,316.8,Nevada
PD69398,,M,College,21710.27538,62370.0,94.0,2,Corporate Auto,Four-Door Car,32.00761,Washington
YT43943,,F,High School or Below,2430.870824,28476.0,62.0,0,Personal Auto,Four-Door Car,297.6,California
ON74557,,M,Bachelor,14651.6153,74915.0,122.0,0,Personal Auto,SUV,393.151377,California
JL52508,,M,Doctor,5073.282126,57709.0,125.0,0,Personal Auto,SUV,600.0,Oregon
UI62725,,M,Bachelor,5520.476175,94676.0,69.0,0,Corporate Auto,Four-Door Car,331.2,Oregon
LO75919,,M,Bachelor,6008.184526,43543.0,76.0,0,Personal Auto,Two-Door Car,339.255348,Arizona
SM62247,,F,High School or Below,24543.19862,68297.0,212.0,3,Corporate Auto,Luxury Car,1272.487601,Nevada
AF20716,,M,Bachelor,2429.374554,74241.0,61.0,0,Personal Auto,Two-Door Car,138.588291,Oregon
LQ22609,,F,College,3452.029549,61385.0,86.0,0,Personal Auto,Four-Door Car,199.299449,Arizona
ZP80265,,M,Bachelor,4109.310394,0.0,62.0,0,Personal Auto,Two-Door Car,446.4,Oregon
BO87401,,F,College,8714.922135,0.0,118.0,0,Personal Auto,SUV,566.4,Nevada
SX20211,,M,College,8110.305608,52548.0,101.0,0,Personal Auto,Four-Door Car,587.504777,Oregon
EK61334,,F,Bachelor,3669.83263,0.0,95.0,0,Personal Auto,Four-Door Car,429.657692,California
QJ49871,,M,College,3893.305281,26605.0,100.0,0,Personal Auto,SUV,933.330936,Oregon
OO65445,,F,Bachelor,2496.476385,0.0,67.0,0,Personal Auto,Four-Door Car,181.335364,Oregon
WP55297,,M,Bachelor,4629.970602,0.0,70.0,0,Personal Auto,Four-Door Car,754.945216,Washington
WY12393,,F,High School or Below,17684.65456,82667.0,64.0,1,Special Auto,Two-Door Car,307.2,Washington
JF32940,,F,Bachelor,15663.65604,31789.0,130.0,0,Personal Auto,SUV,316.418786,Oregon
WX84274,,F,Bachelor,4940.124252,0.0,71.0,0,Corporate Auto,Four-Door Car,551.569883,Oregon
CW85845,,F,High School or Below,2754.461855,25151.0,69.0,0,Corporate Auto,Four-Door Car,318.040989,California
IO57824,,M,Bachelor,2953.797658,0.0,87.0,2,Personal Auto,Four-Door Car,414.190987,Arizona
AX86552,,M,College,6198.793072,24053.0,87.0,1,Personal Auto,Four-Door Car,624.532492,California
LM84078,,M,College,12176.00621,0.0,117.0,0,Personal Auto,SUV,1373.258272,Oregon
GG87344,,F,College,4035.009284,55407.0,101.0,1,Personal Auto,SUV,275.341953,Oregon
LA35379,,F,Master,2954.387586,62461.0,73.0,0,Personal Auto,Four-Door Car,129.267408,Oregon
EZ43738,,F,Bachelor,5204.64616,29406.0,68.0,0,Personal Auto,Four-Door Car,326.4,California
DF49110,,M,Doctor,8100.243093,89420.0,67.0,0,Personal Auto,Four-Door Car,212.455137,Oregon
IL32727,,F,High School or Below,4443.631711,0.0,121.0,0,Personal Auto,SUV,644.269611,California
QV55524,,M,College,7503.367741,52464.0,95.0,0,Personal Auto,Four-Door Car,515.930856,Washington
EB55390,,F,Master,2548.509175,43731.0,64.0,2,Special Auto,Four-Door Car,162.461078,Oregon
KB54415,,M,High School or Below,2473.368225,13449.0,68.0,0,Personal Auto,Four-Door Car,326.4,Arizona
PG14554,,M,Bachelor,32777.30467,0.0,115.0,0,Personal Auto,SUV,552.0,Arizona
QI63521,,M,High School or Below,19228.46362,0.0,187.0,0,Personal Auto,Luxury SUV,897.6,Nevada
DC85335,,M,College,4538.117454,49821.0,61.0,4,Personal Auto,Four-Door Car,333.308611,Oregon
SR26762,,F,Bachelor,7663.514373,34837.0,63.0,0,Personal Auto,Four-Door Car,72.828431,California
UH86550,,F,College,4177.288153,44222.0,104.0,0,Personal Auto,Four-Door Car,413.196371,Oregon
ON72594,,F,Master,11776.00378,58881.0,97.0,0,Personal Auto,Four-Door Car,354.885018,California
LE28486,,F,College,3996.772165,46210.0,100.0,0,Personal Auto,SUV,46.315771,Oregon
EJ86526,,F,Bachelor,5490.775023,49480.0,70.0,1,Corporate Auto,Four-Door Car,72.686545,Oregon
DQ92905,,M,Bachelor,12989.81806,0.0,65.0,0,Personal Auto,Four-Door Car,312.0,Arizona
JL25091,,M,Bachelor,4599.759229,79284.0,117.0,1,Special Auto,Four-Door Car,156.452827,California
HP42153,,F,High School or Below,2351.878675,12928.0,64.0,0,Personal Auto,Four-Door Car,307.2,Washington
OQ27893,,M,High School or Below,2903.242245,20510.0,74.0,0,Personal Auto,Two-Door Car,355.2,Oregon
PB31909,,M,College,3807.528493,0.0,115.0,0,Corporate Auto,Four-Door Car,828.0,California
AL43715,,M,Master,8310.704732,67541.0,104.0,0,Personal Auto,Four-Door Car,203.886869,Nevada
YA70612,,M,Bachelor,8962.795984,97924.0,74.0,0,Personal Auto,Two-Door Car,355.2,Oregon
LO37570,,M,High School or Below,12157.5413,40432.0,77.0,0,Personal Auto,Four-Door Car,369.6,Arizona
XC83045,,M,Bachelor,16460.07754,16869.0,222.0,0,Personal Auto,Luxury SUV,1065.6,Nevada
NC47038,,M,High School or Below,8788.532018,91171.0,110.0,0,Personal Auto,SUV,771.39748,Arizona
DS31990,,M,High School or Below,5093.479191,0.0,71.0,0,Personal Auto,Two-Door Car,150.878447,Oregon
CR99369,,M,High School or Below,5377.90796,34528.0,69.0,2,Corporate Auto,Four-Door Car,183.602763,Arizona
RE68901,,F,College,5635.746396,20303.0,71.0,0,Corporate Auto,Four-Door Car,340.8,Washington
VQ97965,,F,Bachelor,3514.212939,73643.0,89.0,0,Corporate Auto,Four-Door Car,147.486454,Oregon
ZK83518,,M,College,4386.277558,10621.0,67.0,0,Personal Auto,Four-Door Car,321.6,California
EJ77557,,M,High School or Below,7294.5816,76407.0,91.0,0,Personal Auto,Four-Door Car,436.8,California
QJ62033,,M,High School or Below,2415.063816,0.0,71.0,0,Personal Auto,Four-Door Car,511.2,Arizona
OH23652,,F,Bachelor,4693.751128,26607.0,122.0,0,Personal Auto,SUV,585.6,Oregon
NE51159,,M,College,7481.825592,61783.0,94.0,0,Personal Auto,Four-Door Car,658.125874,Oregon
GU56606,,M,Bachelor,5953.352957,20283.0,77.0,0,Personal Auto,Two-Door Car,369.6,Nevada
HR28499,,M,Bachelor,3890.964154,43578.0,98.0,0,Personal Auto,Two-Door Car,105.662175,California
VK92827,,M,Bachelor,5352.218989,93606.0,67.0,0,Personal Auto,Four-Door Car,321.6,California
DZ85842,,M,High School or Below,8105.81483,17920.0,72.0,0,Personal Auto,Four-Door Car,424.375364,California
HX87528,,M,College,3509.968806,51800.0,92.0,0,Personal Auto,Four-Door Car,299.452532,California
FJ57446,,F,College,8434.119038,27694.0,108.0,0,Personal Auto,SUV,741.850171,Oregon
GU91528,,F,High School or Below,4254.620669,11904.0,61.0,2,Personal Auto,Two-Door Car,292.8,Oregon
LR92373,,F,Bachelor,2839.945741,53444.0,72.0,1,Personal Auto,Four-Door Car,315.703929,Nevada
LC90366,,M,Bachelor,16473.16905,22828.0,106.0,0,Personal Auto,SUV,508.8,Nevada
UI36597,,M,Bachelor,31706.9251,50719.0,131.0,0,Personal Auto,SUV,870.626907,Oregon
MD33155,,M,College,2580.849899,46900.0,66.0,0,Corporate Auto,Four-Door Car,316.8,California
MB20764,,M,High School or Below,17622.1332,0.0,252.0,0,Corporate Auto,Luxury SUV,1814.4,Oregon
JA76884,,M,Master,14435.67365,60880.0,119.0,0,Personal Auto,Two-Door Car,109.906628,California
BQ32117,,M,Doctor,12731.95161,40870.0,105.0,0,Personal Auto,SUV,504.0,California
ZM45168,,M,College,2398.354197,14321.0,65.0,0,Personal Auto,Four-Door Car,423.823547,Oregon
BE25221,,M,High School or Below,6182.618843,20072.0,82.0,0,Corporate Auto,Four-Door Car,473.266879,Arizona
II92123,,M,High School or Below,9431.376818,77365.0,79.0,0,Personal Auto,Two-Door Car,2.823303,Oregon
PN35535,,F,College,4651.28429,98475.0,115.0,0,Personal Auto,SUV,552.0,California
EI17022,,M,Bachelor,12168.74492,14973.0,115.0,0,Corporate Auto,SUV,828.0,Washington
OH41318,,M,Master,26122.12998,83385.0,131.0,2,Personal Auto,SUV,704.337157,Washington
ER52041,,M,College,3237.305187,0.0,90.0,0,Personal Auto,Four-Door Car,659.435886,California
PY57181,,M,College,9416.474669,0.0,86.0,1,Personal Auto,Four-Door Car,412.8,Oregon
CY12922,,M,College,2506.360995,0.0,73.0,0,Personal Auto,Four-Door Car,525.6,Arizona
YV85096,,F,Bachelor,5272.005079,98110.0,65.0,0,Corporate Auto,Four-Door Car,176.287711,Oregon
DG34434,,F,Bachelor,5246.278375,28909.0,66.0,0,Corporate Auto,Two-Door Car,456.702735,California
DL14445,,F,College,10611.56172,0.0,96.0,0,Personal Auto,Four-Door Car,949.953253,California
QL80621,,F,Bachelor,2249.874803,0.0,62.0,0,Personal Auto,Four-Door Car,297.6,Oregon
NY57065,,M,Bachelor,2816.756002,42937.0,71.0,0,Corporate Auto,Two-Door Car,251.779842,California
EO17010,,M,Master,4751.280948,30887.0,119.0,0,Personal Auto,SUV,444.167713,California
LC47479,,M,College,28622.31443,35442.0,239.0,0,Personal Auto,Luxury Car,1147.2,Oregon
GB92679,,F,High School or Below,8421.516848,95139.0,103.0,0,Personal Auto,Four-Door Car,34.023132,Nevada
VQ78876,,F,Bachelor,4660.399573,89834.0,116.0,0,Corporate Auto,SUV,43.15595,Oregon
YQ24856,,M,Bachelor,6843.848971,0.0,66.0,0,Corporate Auto,Two-Door Car,478.509797,California
XV11038,,F,College,9223.987144,18814.0,122.0,0,Personal Auto,Sports Car,585.6,California
MG88768,,M,College,4938.72766,82733.0,62.0,0,Corporate Auto,Four-Door Car,72.101019,California
RN36393,,F,High School or Below,15114.40241,28513.0,100.0,1,Personal Auto,SUV,480.0,California
BU59722,,M,High School or Below,5037.953998,0.0,68.0,1,Personal Auto,Four-Door Car,326.4,Washington
JD86991,,M,Bachelor,5097.318657,67233.0,63.0,0,Personal Auto,Two-Door Car,246.693624,Oregon
QM60216,,M,College,8906.991433,58718.0,226.0,0,Personal Auto,Luxury Car,1084.8,Oregon
NJ43658,,M,Master,22721.47396,21724.0,198.0,0,Corporate Auto,Luxury SUV,1505.230405,California
GL34504,,F,High School or Below,9095.15235,65103.0,115.0,4,Personal Auto,Four-Door Car,552.0,California
YX51934,,F,High School or Below,4898.957331,55071.0,61.0,0,Personal Auto,Four-Door Car,231.516063,California
FO83170,,M,Doctor,2916.380797,85817.0,72.0,0,Personal Auto,Four-Door Car,154.987759,California
JW33458,,F,Master,5729.855012,92254.0,70.0,0,Corporate Auto,Four-Door Car,245.593225,California
JP10227,,M,College,12280.76661,88340.0,102.0,0,Corporate Auto,Two-Door Car,489.6,California
HX90683,,F,College,2472.469209,63860.0,62.0,0,Personal Auto,Four-Door Car,208.598246,California
UC19334,,F,High School or Below,4698.345864,26411.0,126.0,1,Corporate Auto,SUV,604.8,California
ED61615,,M,High School or Below,7950.178237,26189.0,69.0,0,Personal Auto,Four-Door Car,331.2,California
CB78049,,M,College,3299.339339,66114.0,92.0,4,Personal Auto,Four-Door Car,178.842061,California
OS70004,,M,College,7506.779365,49561.0,193.0,0,Personal Auto,SUV,926.4,California
SM67119,,F,College,7123.694599,16139.0,62.0,0,Personal Auto,Four-Door Car,297.6,California
RO77709,,M,High School or Below,8008.095994,63775.0,100.0,0,Corporate Auto,SUV,462.753151,California
QT27514,,F,Bachelor,5318.89664,25134.0,67.0,0,Personal Auto,Four-Door Car,321.6,California
ZT53375,,M,Bachelor,5483.89085,87777.0,68.0,0,Personal Auto,Two-Door Car,257.708912,California
LB35863,,F,Bachelor,7244.497284,0.0,103.0,0,Personal Auto,SUV,494.4,California
JL95389,,F,Bachelor,15558.44195,62922.0,194.0,0,Corporate Auto,Luxury Car,1121.633645,California
MF30956,,M,College,8945.689398,83761.0,112.0,0,Corporate Auto,SUV,270.227547,California
FD36230,,F,High School or Below,8441.667084,50801.0,72.0,3,Personal Auto,Four-Door Car,43.419028,California
OE75629,,M,College,2798.834343,48675.0,71.0,1,Corporate Auto,Four-Door Car,340.8,California
VV97308,,M,High School or Below,7522.900704,55916.0,63.0,0,Personal Auto,Four-Door Car,302.4,California
LU17507,,F,Bachelor,39033.08248,0.0,180.0,0,Personal Auto,Luxury SUV,864.0,California
TW11115,,F,High School or Below,2594.7935,30064.0,65.0,0,Personal Auto,Two-Door Car,296.852419,California
ND42562,,M,High School or Below,8991.124186,0.0,127.0,0,Personal Auto,Sports Car,1176.285998,California
FZ29605,,M,College,2332.095228,0.0,67.0,0,Corporate Auto,Four-Door Car,482.4,California
SC30127,,F,Doctor,9244.351881,12081.0,82.0,0,Personal Auto,Two-Door Car,548.064933,California
HI26883,,M,Bachelor,6290.699249,0.0,95.0,0,Personal Auto,Two-Door Car,684.0,California
EW15755,,F,Master,9880.097141,62326.0,122.0,0,Personal Auto,SUV,96.00936,California
GH48839,,M,College,11790.49617,25251.0,66.0,0,Corporate Auto,Four-Door Car,316.8,California
IX46908,,F,College,5477.206072,21289.0,71.0,0,Corporate Auto,Four-Door Car,340.8,California
OO89057,,F,Master,4014.332715,54054.0,99.0,0,Personal Auto,Four-Door Car,5.661684,California
LX95134,,F,College,3674.56826,84814.0,90.0,0,Corporate Auto,Four-Door Car,512.816507,California
CX89767,,F,High School or Below,4714.044733,46097.0,61.0,4,Personal Auto,Four-Door Car,197.074966,California
DI45039,,F,College,2754.143877,58705.0,69.0,0,Personal Auto,Two-Door Car,48.956424,California
AI14767,,F,High School or Below,40688.53442,37455.0,114.0,0,Personal Auto,SUV,547.2,California
OJ38536,,F,Doctor,4563.859434,62010.0,112.0,0,Personal Auto,SUV,537.6,California
TI90592,,M,College,7430.347681,61568.0,93.0,0,Corporate Auto,Four-Door Car,240.818954,California
UN63889,,M,Bachelor,2644.983484,90443.0,66.0,0,Personal Auto,Two-Door Car,235.174197,California
FZ94690,,M,High School or Below,26220.03266,24743.0,84.0,0,Personal Auto,Four-Door Car,1008.03551,California
TL60066,,F,High School or Below,2397.036098,22283.0,65.0,0,Personal Auto,Four-Door Car,572.072106,California
OL61964,,M,Bachelor,5207.680496,74627.0,65.0,0,Corporate Auto,Four-Door Car,176.735323,California
DN77617,,F,College,5907.078117,47306.0,74.0,0,Corporate Auto,Four-Door Car,97.723235,California
BV12771,,M,College,27420.81318,0.0,112.0,0,Personal Auto,SUV,537.6,California
NA14154,,M,Bachelor,5044.857229,59292.0,64.0,0,Corporate Auto,Two-Door Car,218.491318,California
ZO54248,,F,High School or Below,3090.13236,23970.0,77.0,0,Personal Auto,Four-Door Car,43.959921,California
CW13886,,M,College,8514.394994,48428.0,72.0,1,Personal Auto,Four-Door Car,223.728018,California
TT63451,,F,High School or Below,20925.89544,44342.0,74.0,0,Personal Auto,Four-Door Car,355.2,California
OW54561,,M,College,3515.456573,0.0,103.0,2,Personal Auto,Sports Car,741.6,California
EE34821,,F,Bachelor,17666.56543,0.0,74.0,0,Corporate Auto,Two-Door Car,355.2,California
ZB85648,,F,College,30313.30977,67117.0,85.0,0,Personal Auto,Two-Door Car,329.423177,California
IE57921,,F,Bachelor,4726.869327,13037.0,124.0,0,Personal Auto,SUV,839.348464,California
OY47486,,M,College,5284.509533,71960.0,67.0,0,Personal Auto,Two-Door Car,151.495249,California
LV51815,,F,High School or Below,2990.330995,73137.0,74.0,1,Corporate Auto,Four-Door Car,227.797105,California
VU99672,,M,College,3548.071725,0.0,96.0,0,Corporate Auto,Four-Door Car,446.122702,California
SN69015,,M,College,6371.320461,23797.0,81.0,0,Personal Auto,Four-Door Car,388.8,California
UO54843,,M,Bachelor,5372.351967,70286.0,67.0,0,Corporate Auto,Four-Door Car,130.143497,California
ES34753,,F,Master,5165.202368,12904.0,132.0,0,Personal Auto,SUV,633.6,California
KE91683,,F,High School or Below,8264.747863,42045.0,103.0,0,Personal Auto,SUV,40.839965,California
YU23754,,F,Master,5193.770572,24948.0,65.0,0,Personal Auto,Four-Door Car,280.352767,California
AS77287,,M,College,8099.571213,25452.0,107.0,0,Personal Auto,Sports Car,954.688499,California
PD36660,,F,High School or Below,8845.073706,95850.0,109.0,0,Corporate Auto,Sports Car,328.502498,California
BQ20851,,M,Master,8295.977271,73556.0,104.0,0,Personal Auto,SUV,497.684017,California
PW91494,,F,High School or Below,9344.431622,0.0,64.0,1,Personal Auto,Two-Door Car,307.2,California
NZ83890,,F,High School or Below,5081.741976,0.0,69.0,0,Personal Auto,Two-Door Car,93.697638,California
QV24282,,F,Bachelor,5363.531017,43879.0,69.0,0,Corporate Auto,Four-Door Car,242.133552,California
YF67162,,F,High School or Below,2429.600516,23941.0,61.0,0,Corporate Auto,Four-Door Car,292.8,California
YE20366,,M,Bachelor,7183.071115,14390.0,65.0,0,Personal Auto,Four-Door Car,402.778867,California
PN77420,,M,College,5376.88732,30039.0,70.0,0,Corporate Auto,Four-Door Car,498.612632,California
CF26207,,M,College,7019.177186,26806.0,63.0,0,Personal Auto,Four-Door Car,302.4,California
WH24638,,F,College,7079.170237,24450.0,90.0,0,Personal Auto,Four-Door Car,250.959093,California
YQ16427,,F,High School or Below,2415.83485,0.0,64.0,0,Personal Auto,Four-Door Car,360.217299,California
AZ90068,,M,College,8193.160528,89219.0,73.0,4,Personal Auto,Four-Door Car,350.4,California
PL59209,,F,College,6952.651187,0.0,73.0,3,Corporate Auto,Four-Door Car,525.6,California
VK93542,,M,High School or Below,7465.980556,0.0,109.0,0,Personal Auto,SUV,784.8,California
NE70589,,M,College,13220.80421,29504.0,117.0,0,Personal Auto,SUV,809.039071,California
AT52647,,F,High School or Below,4014.9185,0.0,113.0,0,Personal Auto,SUV,1305.275432,California
CW38361,,M,Bachelor,8744.727173,61706.0,110.0,0,Corporate Auto,SUV,223.905524,California
BZ92811,,F,High School or Below,5948.98896,88122.0,148.0,0,Corporate Auto,SUV,840.231575,California
ON68006,,F,Bachelor,5520.149969,26129.0,70.0,0,Personal Auto,Four-Door Car,419.187114,California
VG58889,,F,Bachelor,5040.775434,22350.0,66.0,0,Corporate Auto,Two-Door Car,316.8,California
MI42935,,F,Bachelor,5654.593045,0.0,83.0,0,Personal Auto,Four-Door Car,597.6,California
OS21957,,F,High School or Below,8896.500265,26201.0,112.0,0,Personal Auto,SUV,168.901895,California
JG21385,,M,Bachelor,8715.945469,0.0,84.0,0,Personal Auto,Four-Door Car,604.8,California
CT62892,,F,Bachelor,7868.808884,0.0,107.0,0,Personal Auto,SUV,513.6,California
IE97795,,M,High School or Below,6878.008403,39020.0,87.0,0,Corporate Auto,Four-Door Car,485.01384,California
DM59629,,F,Bachelor,6411.675304,47606.0,81.0,0,Personal Auto,Two-Door Car,388.8,California
SH48087,,F,College,10144.3094,27231.0,88.0,0,Personal Auto,Four-Door Car,422.4,California
WG93963,,F,College,8575.961719,39946.0,218.0,0,Personal Auto,Luxury SUV,1046.4,California
OQ88395,,M,College,4510.542608,84300.0,111.0,0,Corporate Auto,SUV,202.22495,California
XH46220,,F,College,3746.751625,41479.0,94.0,1,Corporate Auto,Two-Door Car,19.575683,California
BK61065,,M,Master,5479.555081,56005.0,68.0,1,Personal Auto,Four-Door Car,326.4,California
UD87700,,M,High School or Below,7164.011997,0.0,108.0,0,Corporate Auto,SUV,1260.456194,California
CO19402,,F,Bachelor,13265.51039,99617.0,109.0,0,Personal Auto,SUV,74.934678,California
KJ29915,,F,Bachelor,5246.278375,28909.0,66.0,0,Personal Auto,Two-Door Car,456.702735,California
JX52708,,M,Bachelor,4556.068318,25617.0,63.0,0,Personal Auto,Two-Door Car,302.4,California
OT42923,,M,High School or Below,2751.250209,86788.0,70.0,0,Personal Auto,Four-Door Car,336.0,California
DL34364,,M,High School or Below,2914.09461,28523.0,77.0,0,Corporate Auto,Four-Door Car,369.6,California
WX16610,,F,Bachelor,5824.767025,38492.0,72.0,0,Personal Auto,Four-Door Car,207.901654,California
NH76558,,F,High School or Below,5755.18214,97657.0,71.0,0,Personal Auto,Two-Door Car,107.325235,California
SQ14756,,M,Master,2424.690776,49008.0,61.0,1,Personal Auto,Four-Door Car,292.8,California
EP64069,,F,Bachelor,5138.244998,72264.0,64.0,0,Corporate Auto,Four-Door Car,272.649844,California
IS63817,,M,College,6047.02516,20396.0,76.0,1,Corporate Auto,Four-Door Car,364.8,California
UC83161,,F,High School or Below,6106.468745,60234.0,152.0,0,Personal Auto,SUV,136.217066,California
DL45122,,M,Bachelor,3329.887725,75556.0,84.0,0,Corporate Auto,Four-Door Car,498.927007,California
KB90953,,F,Bachelor,40132.01135,98710.0,123.0,0,Personal Auto,Sports Car,587.391029,California
EX72956,,F,Bachelor,5095.365993,69461.0,64.0,0,Personal Auto,Two-Door Car,101.417253,California
YN15016,,M,High School or Below,4471.747876,0.0,68.0,2,Personal Auto,Four-Door Car,489.6,California
GW56797,,M,High School or Below,8773.507548,0.0,87.0,0,Personal Auto,Four-Door Car,626.4,California
QR57842,,F,College,10351.37265,73895.0,129.0,0,Corporate Auto,SUV,825.416826,California
TB53616,,M,High School or Below,10408.96865,20228.0,101.0,1,Personal Auto,SUV,523.815839,California
JN10602,,F,Master,8201.330033,81785.0,67.0,0,Personal Auto,Four-Door Car,321.6,California
VI94769,,F,Bachelor,2248.449633,24910.0,63.0,1,Personal Auto,Four-Door Car,347.857619,California
BQ60673,,M,Bachelor,5205.024842,32946.0,66.0,0,Corporate Auto,Two-Door Car,316.8,California
JK68578,,F,High School or Below,15306.13396,83868.0,189.0,0,Corporate Auto,Luxury Car,134.836237,California
OI39449,,F,College,8002.308333,0.0,107.0,0,Personal Auto,SUV,513.6,California
NJ29981,,M,High School or Below,4553.185557,0.0,124.0,0,Corporate Auto,SUV,714.494746,California
ZO16199,,F,High School or Below,5354.365535,17099.0,69.0,0,Personal Auto,Four-Door Car,331.2,California
HB12866,,F,High School or Below,7449.855125,0.0,206.0,0,Personal Auto,Luxury SUV,1483.2,California
DQ19344,,M,College,3112.049841,33046.0,79.0,0,Personal Auto,Four-Door Car,181.538354,California
GH35369,,M,College,4386.277558,10621.0,67.0,0,Personal Auto,Four-Door Car,321.6,California
QR26617,,M,Bachelor,4865.848218,21498.0,63.0,0,Corporate Auto,Four-Door Car,302.4,California
QZ34525,,M,Bachelor,6993.380588,0.0,66.0,0,Personal Auto,Four-Door Car,439.701118,California
IU62399,,F,Bachelor,5860.48309,36889.0,74.0,1,Personal Auto,Four-Door Car,192.186026,California
OH23893,,F,Bachelor,9115.57169,69588.0,114.0,0,Personal Auto,SUV,173.080024,California
ZX83542,,M,Master,5300.686394,26585.0,69.0,0,Corporate Auto,Four-Door Car,308.651195,California
CO16841,,F,Bachelor,3630.269217,0.0,101.0,0,Corporate Auto,SUV,727.2,California
MV81355,,M,High School or Below,8819.018934,99845.0,110.0,1,Personal Auto,SUV,528.0,California
HU22390,,M,College,5389.499465,66429.0,136.0,0,Corporate Auto,Sports Car,57.712985,California
YS74016,,M,Bachelor,3123.080994,0.0,101.0,4,Personal Auto,SUV,960.115399,California
PU33703,,F,College,2435.321545,43721.0,61.0,0,Personal Auto,Four-Door Car,292.8,California
PJ59176,,M,High School or Below,8754.233404,51209.0,109.0,0,Personal Auto,SUV,39.49793,California
ML68781,,F,College,2628.563096,84498.0,65.0,0,Personal Auto,Four-Door Car,255.210049,California
JI93499,,M,High School or Below,6669.184698,0.0,65.0,1,Corporate Auto,Four-Door Car,312.0,California
NY90858,,M,College,6765.800532,59034.0,85.0,0,Personal Auto,Four-Door Car,378.75258,California
IZ76711,,F,Bachelor,10013.77995,0.0,135.0,0,Personal Auto,Sports Car,773.690268,California
